tourney_date,tourney_name,surface,round,winner_name,loser_name,winner_rank,loser_rank,winner_rank_points,loser_rank_points,w_ace,l_ace,w_svpt,l_svpt,winner_age,loser_age,minutes,year,sport
20210510,Rome,Clay,R64,Sara Sorribes Tormo,Camila Giorgi,51.0,83.0,1535.0,1000.0,,,,,24.5,29.3,231.0,2021,Tennis WTA
20210510,Rome,Clay,R64,Barbora Krejcikova,Saisai Zheng,40.0,58.0,1646.0,1400.0,,,,,25.3,27.2,63.0,2021,Tennis WTA
20210510,Rome,Clay,R64,Madison Keys,Sloane Stephens,23.0,65.0,2606.0,1218.0,,,,,26.2,28.1,150.0,2021,Tennis WTA
20210510,Rome,Clay,R64,Iga Swiatek,Alison Riske Amritraj,15.0,27.0,3555.0,2222.0,,,,,19.9,30.8,52.0,2021,Tennis WTA
20210510,Rome,Clay,R64,Garbine Muguruza,Patricia Maria Tig,12.0,64.0,4110.0,1254.0,,,,,27.5,26.7,66.0,2021,Tennis WTA
20210510,Rome,Clay,R64,Bernarda Pera,Tamara Zidansek,69.0,77.0,1150.0,1070.0,,,,,26.4,23.3,77.0,2021,Tennis WTA
20210510,Rome,Clay,R64,Amanda Anisimova,Qiang Wang,39.0,48.0,1690.0,1550.0,,,,,19.6,29.3,92.0,2021,Tennis WTA
20210510,Rome,Clay,R64,Anastasija Sevastova,Jil Teichmann,47.0,54.0,1556.0,1460.0,,,,,31.0,23.8,118.0,2021,Tennis WTA
20210510,Rome,Clay,R64,Vera Zvonareva,Christina Mchale,113.0,94.0,732.0,862.0,,,,,36.6,28.9,84.0,2021,Tennis WTA
20210510,Rome,Clay,R64,Petra Kvitova,Magda Linette,10.0,46.0,4160.0,1558.0,,,,,31.1,29.2,95.0,2021,Tennis WTA
20210510,Rome,Clay,R64,Jelena Ostapenko,Johanna Konta,49.0,18.0,1545.0,3236.0,,,,,23.9,29.9,69.0,2021,Tennis WTA
20210510,Rome,Clay,R64,Ajla Tomljanovic,Marketa Vondrousova,80.0,21.0,1045.0,2746.0,,,,,28.0,21.8,92.0,2021,Tennis WTA
20210510,Rome,Clay,R64,Angelique Kerber,Alize Cornet,26.0,60.0,2270.0,1300.0,,,,,33.3,31.2,95.0,2021,Tennis WTA
20210510,Rome,Clay,R64,Nadia Podoroska,Laura Siegemund,44.0,55.0,1583.0,1446.0,,,,,24.2,33.1,151.0,2021,Tennis WTA
20210510,Rome,Clay,R64,Petra Martic,Shelby Rogers,25.0,43.0,2335.0,1618.0,,,,,30.3,28.5,149.0,2021,Tennis WTA
20210510,Rome,Clay,R64,Kristina Mladenovic,Belinda Bencic,53.0,11.0,1460.0,4140.0,,,,,27.9,24.1,108.0,2021,Tennis WTA
20210510,Rome,Clay,R64,Jennifer Brady,Shuai Zhang,13.0,41.0,3830.0,1631.0,,,,,26.0,32.2,76.0,2021,Tennis WTA
20210510,Rome,Clay,R64,Ekaterina Alexandrova,Marta Kostyuk,33.0,79.0,1935.0,1053.0,,,,,26.4,18.8,75.0,2021,Tennis WTA
20210510,Rome,Clay,R64,Jessica Pegula,Daria Kasatkina,31.0,37.0,2058.0,1800.0,,,,,27.2,24.0,96.0,2021,Tennis WTA
20210517,Belgrade,Clay,F,Paula Badosa,Ana Konjuh,44.0,188.0,1620.0,378.0,,,,,23.5,23.3,43.0,2021,Tennis WTA
20210517,Belgrade,Clay,SF,Paula Badosa,Viktoriya Tomova,44.0,123.0,1620.0,668.0,,,,,23.5,26.2,63.0,2021,Tennis WTA
20210517,Belgrade,Clay,SF,Ana Konjuh,Camila Osorio,188.0,115.0,378.0,718.0,,,,,23.3,19.4,128.0,2021,Tennis WTA
20210517,Belgrade,Clay,QF,Viktoriya Tomova,Reka Luca Jani,123.0,220.0,668.0,318.0,,,,,26.2,29.7,152.0,2021,Tennis WTA
20210517,Belgrade,Clay,QF,Paula Badosa,Rebecca Peterson,44.0,60.0,1620.0,1300.0,,,,,23.5,25.7,81.0,2021,Tennis WTA
20210517,Belgrade,Clay,QF,Camila Osorio,Aliaksandra Sasnovich,115.0,103.0,718.0,788.0,,,,,19.4,27.1,83.0,2021,Tennis WTA
20210517,Belgrade,Clay,QF,Ana Konjuh,Nadia Podoroska,188.0,42.0,378.0,1645.0,,,,,23.3,24.2,95.0,2021,Tennis WTA
20210517,Belgrade,Clay,R16,Viktoriya Tomova,Leylah Fernandez,123.0,69.0,668.0,1144.0,,,,,26.2,18.6,119.0,2021,Tennis WTA
20210517,Belgrade,Clay,R16,Reka Luca Jani,Anna Kalinskaya,220.0,111.0,318.0,740.0,,,,,29.7,22.4,65.0,2021,Tennis WTA
20210517,Belgrade,Clay,R16,Paula Badosa,Mihaela Buzarnescu,44.0,179.0,1620.0,396.0,,,,,23.5,33.0,81.0,2021,Tennis WTA
20210517,Belgrade,Clay,R16,Rebecca Peterson,Ajla Tomljanovic,60.0,76.0,1300.0,1075.0,,,,,25.7,28.0,106.0,2021,Tennis WTA
20210517,Belgrade,Clay,R16,Aliaksandra Sasnovich,Cristina Bucsa,103.0,172.0,788.0,420.0,,,,,27.1,23.3,144.0,2021,Tennis WTA
20210517,Belgrade,Clay,R16,Camila Osorio,Kamilla Rakhimova,115.0,136.0,718.0,603.0,,,,,19.4,19.7,143.0,2021,Tennis WTA
20210517,Belgrade,Clay,R16,Nadia Podoroska,Oceane Dodin,42.0,114.0,1645.0,718.0,,,,,24.2,24.5,82.0,2021,Tennis WTA
20210517,Belgrade,Clay,R16,Ana Konjuh,Yulia Putintseva,188.0,35.0,378.0,1905.0,,,,,23.3,26.3,83.0,2021,Tennis WTA
20210517,Belgrade,Clay,R32,Viktoriya Tomova,Lola Radivojevic,123.0,,668.0,,,,,,26.2,16.3,78.0,2021,Tennis WTA
20210517,Belgrade,Clay,R32,Leylah Fernandez,Polona Hercog,69.0,73.0,1144.0,1106.0,,,,,18.6,30.3,89.0,2021,Tennis WTA
20210517,Belgrade,Clay,R32,Reka Luca Jani,Tereza Martincova,220.0,94.0,318.0,853.0,,,,,29.7,26.5,123.0,2021,Tennis WTA
20210517,Belgrade,Clay,R32,Anna Kalinskaya,Kristina Mladenovic,111.0,59.0,740.0,1320.0,,,,,22.4,28.0,102.0,2021,Tennis WTA
20210517,Belgrade,Clay,R32,Paula Badosa,Andrea Petkovic,44.0,106.0,1620.0,760.0,,,,,23.5,33.6,80.0,2021,Tennis WTA
20210517,Belgrade,Clay,R32,Mihaela Buzarnescu,Patricia Maria Tig,179.0,62.0,396.0,1264.0,,,,,33.0,26.8,170.0,2021,Tennis WTA
20210517,Belgrade,Clay,R32,Ajla Tomljanovic,Ivana Jorovic,76.0,251.0,1075.0,269.0,,,,,28.0,24.0,80.0,2021,Tennis WTA
20210517,Belgrade,Clay,R32,Rebecca Peterson,Nina Stojanovic,60.0,86.0,1300.0,961.0,,,,,25.7,24.7,115.0,2021,Tennis WTA
20210517,Belgrade,Clay,R32,Cristina Bucsa,Danka Kovinic,172.0,61.0,420.0,1270.0,,,,,23.3,26.4,124.0,2021,Tennis WTA
20210517,Belgrade,Clay,R32,Aliaksandra Sasnovich,Xiyu Wang,103.0,145.0,788.0,560.0,,,,,27.1,20.1,151.0,2021,Tennis WTA
20210517,Belgrade,Clay,R32,Kamilla Rakhimova,Olga Danilovic,136.0,158.0,603.0,505.0,,,,,19.7,20.3,87.0,2021,Tennis WTA
20210517,Belgrade,Clay,R32,Camila Osorio,Shuai Zhang,115.0,43.0,718.0,1631.0,,,,,19.4,32.3,141.0,2021,Tennis WTA
20210517,Belgrade,Clay,R32,Nadia Podoroska,Timea Babos,42.0,107.0,1645.0,749.0,,,,,24.2,28.0,134.0,2021,Tennis WTA
20210517,Belgrade,Clay,R32,Oceane Dodin,Kristyna Pliskova,114.0,88.0,718.0,880.0,,,,,24.5,29.1,83.0,2021,Tennis WTA
20210517,Belgrade,Clay,R32,Ana Konjuh,Alison Van Uytvanck,188.0,67.0,378.0,1205.0,,,,,23.3,27.1,108.0,2021,Tennis WTA
20210517,Belgrade,Clay,R32,Yulia Putintseva,Kaja Juvan,35.0,100.0,1905.0,825.0,,,,,26.3,20.4,148.0,2021,Tennis WTA
20210517,Parma,Clay,F,Coco Gauff,Qiang Wang,30.0,48.0,2156.0,1550.0,,,,,17.1,29.3,74.0,2021,Tennis WTA
20210517,Parma,Clay,SF,Coco Gauff,Katerina Siniakova,30.0,68.0,2156.0,1195.0,,,,,17.1,25.0,128.0,2021,Tennis WTA
20210517,Parma,Clay,SF,Qiang Wang,Sloane Stephens,48.0,65.0,1550.0,1237.0,,,,,29.3,28.1,106.0,2021,Tennis WTA
20210517,Parma,Clay,QF,Katerina Siniakova,Caroline Garcia,68.0,53.0,1195.0,1470.0,,,,,25.0,27.5,95.0,2021,Tennis WTA
20210517,Parma,Clay,QF,Coco Gauff,Amanda Anisimova,30.0,40.0,2156.0,1690.0,,,,,17.1,19.7,81.0,2021,Tennis WTA
20210517,Parma,Clay,QF,Sloane Stephens,Sara Errani,65.0,108.0,1237.0,749.0,,,,,28.1,34.0,85.0,2021,Tennis WTA
20210517,Parma,Clay,QF,Qiang Wang,Petra Martic,48.0,23.0,1550.0,2655.0,,,,,29.3,30.3,180.0,2021,Tennis WTA
20210517,Parma,Clay,R16,Katerina Siniakova,Serena Williams,68.0,8.0,1195.0,4791.0,,,,,25.0,39.6,97.0,2021,Tennis WTA
20210517,Parma,Clay,R16,Caroline Garcia,Anna Lena Friedsam,53.0,110.0,1470.0,746.0,,,,,27.5,27.2,75.0,2021,Tennis WTA
20210517,Parma,Clay,R16,Coco Gauff,Camila Giorgi,30.0,83.0,2156.0,1000.0,,,,,17.1,29.3,71.0,2021,Tennis WTA
20210517,Parma,Clay,R16,Amanda Anisimova,Anna Karolina Schmiedlova,40.0,125.0,1690.0,647.0,,,,,19.7,26.6,84.0,2021,Tennis WTA
20210517,Parma,Clay,R16,Sara Errani,Sara Sorribes Tormo,108.0,50.0,749.0,1535.0,,,,,34.0,24.6,174.0,2021,Tennis WTA
20210517,Parma,Clay,R16,Sloane Stephens,Daria Kasatkina,65.0,37.0,1237.0,1800.0,,,,,28.1,24.0,125.0,2021,Tennis WTA
20210517,Parma,Clay,R16,Qiang Wang,Martina Di Giuseppe,48.0,218.0,1550.0,319.0,,,,,29.3,30.2,100.0,2021,Tennis WTA
20210517,Parma,Clay,R16,Petra Martic,Liudmila Samsonova,23.0,105.0,2655.0,764.0,,,,,30.3,22.5,103.0,2021,Tennis WTA
20210517,Parma,Clay,R32,Serena Williams,Lisa Pigato,8.0,572.0,4791.0,66.0,,,,,39.6,17.9,68.0,2021,Tennis WTA
20210517,Parma,Clay,R32,Katerina Siniakova,Clara Tauson,68.0,90.0,1195.0,870.0,,,,,25.0,18.4,85.0,2021,Tennis WTA
20210517,Parma,Clay,R32,Anna Lena Friedsam,Viktorija Golubic,110.0,72.0,746.0,1126.0,,,,,27.2,28.5,178.0,2021,Tennis WTA
20210517,Parma,Clay,R32,Caroline Garcia,Paula Ormaechea,53.0,291.0,1470.0,226.0,,,,,27.5,28.6,107.0,2021,Tennis WTA
20210517,Parma,Clay,R32,Coco Gauff,Kaia Kanepi,30.0,66.0,2156.0,1218.0,,,,,17.1,35.9,137.0,2021,Tennis WTA
20210517,Parma,Clay,R32,Camila Giorgi,Christina Mchale,83.0,95.0,1000.0,847.0,,,,,29.3,29.0,172.0,2021,Tennis WTA
20210517,Parma,Clay,R32,Anna Karolina Schmiedlova,Venus Williams,125.0,102.0,647.0,814.0,,,,,26.6,40.9,159.0,2021,Tennis WTA
20210517,Parma,Clay,R32,Amanda Anisimova,Jasmine Paolini,40.0,91.0,1690.0,863.0,,,,,19.7,25.3,56.0,2021,Tennis WTA
20210517,Parma,Clay,R32,Sara Sorribes Tormo,Bernarda Pera,50.0,70.0,1535.0,1140.0,,,,,24.6,26.4,92.0,2021,Tennis WTA
20210517,Parma,Clay,R32,Sara Errani,Ana Bogdan,108.0,101.0,749.0,820.0,,,,,34.0,28.4,154.0,2021,Tennis WTA
20210517,Parma,Clay,R32,Sloane Stephens,Caty Mcnally,65.0,109.0,1237.0,748.0,,,,,28.1,19.4,116.0,2021,Tennis WTA
20210517,Parma,Clay,R32,Daria Kasatkina,Su Wei Hsieh,37.0,63.0,1800.0,1263.0,,,,,24.0,35.3,85.0,2021,Tennis WTA
20210517,Parma,Clay,R32,Qiang Wang,Misaki Doi,48.0,82.0,1550.0,1021.0,,,,,29.3,30.0,151.0,2021,Tennis WTA
20210517,Parma,Clay,R32,Martina Di Giuseppe,Nao Hibino,218.0,84.0,319.0,998.0,,,,,30.2,26.4,112.0,2021,Tennis WTA
20210517,Parma,Clay,R32,Liudmila Samsonova,Giulia Gatto Monticone,105.0,169.0,764.0,429.0,,,,,22.5,33.4,75.0,2021,Tennis WTA
20210517,Parma,Clay,R32,Petra Martic,Varvara Gracheva,23.0,89.0,2655.0,879.0,,,,,30.3,20.7,81.0,2021,Tennis WTA
20210524,Strasbourg,Clay,F,Barbora Krejcikova,Sorana Cirstea,38.0,61.0,1723.0,1284.0,,,,,25.4,31.1,99.0,2021,Tennis WTA
20210524,Strasbourg,Clay,SF,Sorana Cirstea,Magda Linette,61.0,48.0,1284.0,1558.0,,,,,31.1,29.2,128.0,2021,Tennis WTA
20210524,Strasbourg,Clay,SF,Barbora Krejcikova,Jule Niemeier,38.0,216.0,1723.0,322.0,,,,,25.4,21.7,134.0,2021,Tennis WTA
20210524,Strasbourg,Clay,QF,Sorana Cirstea,Bianca Andreescu,61.0,7.0,1284.0,5265.0,,,,,31.1,20.9,0.0,2021,Tennis WTA
20210524,Strasbourg,Clay,QF,Magda Linette,Yulia Putintseva,48.0,43.0,1558.0,1680.0,,,,,29.2,26.3,74.0,2021,Tennis WTA
20210524,Strasbourg,Clay,QF,Barbora Krejcikova,Ekaterina Alexandrova,38.0,33.0,1723.0,1940.0,,,,,25.4,26.5,97.0,2021,Tennis WTA
20210524,Strasbourg,Clay,QF,Jule Niemeier,Arantxa Rus,216.0,84.0,322.0,984.0,,,,,21.7,30.4,73.0,2021,Tennis WTA
20210524,Strasbourg,Clay,R16,Bianca Andreescu,Maryna Zanevska,7.0,259.0,5265.0,262.0,,,,,20.9,27.7,65.0,2021,Tennis WTA
20210524,Strasbourg,Clay,R16,Sorana Cirstea,Shuai Zhang,61.0,45.0,1284.0,1631.0,,,,,31.1,32.3,60.0,2021,Tennis WTA
20210524,Strasbourg,Clay,R16,Yulia Putintseva,Jil Teichmann,43.0,53.0,1680.0,1460.0,,,,,26.3,23.8,19.0,2021,Tennis WTA
20210524,Strasbourg,Clay,R16,Magda Linette,Alize Cornet,48.0,65.0,1558.0,1240.0,,,,,29.2,31.3,79.0,2021,Tennis WTA
20210524,Strasbourg,Clay,R16,Barbora Krejcikova,Caroline Garcia,38.0,57.0,1723.0,1350.0,,,,,25.4,27.6,109.0,2021,Tennis WTA
20210524,Strasbourg,Clay,R16,Ekaterina Alexandrova,Clara Burel,33.0,146.0,1940.0,562.0,,,,,26.5,20.1,70.0,2021,Tennis WTA
20210524,Strasbourg,Clay,R16,Jule Niemeier,Shelby Rogers,216.0,46.0,322.0,1618.0,,,,,21.7,28.6,72.0,2021,Tennis WTA
20210524,Strasbourg,Clay,R16,Arantxa Rus,Harmony Tan,84.0,151.0,984.0,540.0,,,,,30.4,23.6,50.0,2021,Tennis WTA
20210524,Strasbourg,Clay,R32,Bianca Andreescu,Andrea Lazaro Garcia,7.0,279.0,5265.0,238.0,,,,,20.9,26.5,61.0,2021,Tennis WTA
20210524,Strasbourg,Clay,R32,Maryna Zanevska,Yuliya Hatouka,259.0,280.0,262.0,238.0,,,,,27.7,21.0,57.0,2021,Tennis WTA
20210524,Strasbourg,Clay,R32,Sorana Cirstea,Venus Williams,61.0,104.0,1284.0,814.0,,,,,31.1,40.9,105.0,2021,Tennis WTA
20210524,Strasbourg,Clay,R32,Shuai Zhang,Misaki Doi,45.0,79.0,1631.0,1021.0,,,,,32.3,30.0,100.0,2021,Tennis WTA
20210524,Strasbourg,Clay,R32,Yulia Putintseva,Rebecca Peterson,43.0,59.0,1680.0,1330.0,,,,,26.3,25.7,200.0,2021,Tennis WTA
20210524,Strasbourg,Clay,R32,Jil Teichmann,Anna Blinkova,53.0,77.0,1460.0,1068.0,,,,,23.8,22.7,81.0,2021,Tennis WTA
20210524,Strasbourg,Clay,R32,Alize Cornet,Kristyna Pliskova,65.0,89.0,1240.0,870.0,,,,,31.3,29.1,99.0,2021,Tennis WTA
20210524,Strasbourg,Clay,R32,Magda Linette,Nao Hibino,48.0,82.0,1558.0,998.0,,,,,29.2,26.4,60.0,2021,Tennis WTA
20210524,Strasbourg,Clay,R32,Barbora Krejcikova,Oceane Dodin,38.0,115.0,1723.0,727.0,,,,,25.4,24.5,55.0,2021,Tennis WTA
20210524,Strasbourg,Clay,R32,Caroline Garcia,Zarina Diyas,57.0,93.0,1350.0,858.0,,,,,27.6,27.5,81.0,2021,Tennis WTA
20210524,Strasbourg,Clay,R32,Clara Burel,Varvara Gracheva,146.0,88.0,562.0,879.0,,,,,20.1,20.8,65.0,2021,Tennis WTA
20210524,Strasbourg,Clay,R32,Ekaterina Alexandrova,Lauren Davis,33.0,86.0,1940.0,910.0,,,,,26.5,27.6,80.0,2021,Tennis WTA
20210524,Strasbourg,Clay,R32,Shelby Rogers,Christina Mchale,46.0,95.0,1618.0,847.0,,,,,28.6,29.0,203.0,2021,Tennis WTA
20210524,Strasbourg,Clay,R32,Jule Niemeier,Diane Parry,216.0,307.0,322.0,211.0,,,,,21.7,18.7,79.0,2021,Tennis WTA
20210524,Strasbourg,Clay,R32,Harmony Tan,Alison Van Uytvanck,151.0,67.0,540.0,1205.0,,,,,23.6,27.1,88.0,2021,Tennis WTA
20210524,Strasbourg,Clay,R32,Arantxa Rus,Jessica Pegula,84.0,29.0,984.0,2219.0,,,,,30.4,27.2,89.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Ashleigh Barty,Bernarda Pera,1.0,70.0,10175.0,1140.0,,,,,25.1,26.4,120.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Magda Linette,Chloe Paquet,45.0,251.0,1638.0,275.0,,,,,29.2,26.9,87.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Astra Sharma,Irina Bara,124.0,122.0,677.0,691.0,,,,,25.7,26.2,84.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Ons Jabeur,Yulia Putintseva,26.0,43.0,2415.0,1685.0,,,,,26.7,26.3,79.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Coco Gauff,Aleksandra Krunic,25.0,213.0,2420.0,329.0,,,,,17.2,28.2,127.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Qiang Wang,Su Wei Hsieh,39.0,64.0,1700.0,1263.0,,,,,29.3,35.4,145.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Fiona Ferro,En Shuo Liang,51.0,297.0,1500.0,221.0,,,,,24.2,20.6,101.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Jennifer Brady,Anastasija Sevastova,14.0,48.0,3830.0,1615.0,,,,,26.1,31.1,79.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Karolina Pliskova,Donna Vekic,10.0,36.0,4345.0,1810.0,,,,,29.1,24.9,96.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Sloane Stephens,Carla Suarez Navarro,59.0,118.0,1346.0,702.0,,,,,28.1,32.7,144.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Varvara Lepchenko,Shuai Zhang,171.0,46.0,430.0,1631.0,,,,,35.0,32.3,91.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Karolina Muchova,Andrea Petkovic,19.0,112.0,2816.0,742.0,,,,,24.7,33.7,130.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Ekaterina Alexandrova,Venus Williams,34.0,104.0,1940.0,814.0,,,,,26.5,40.9,56.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Barbora Krejcikova,Kristyna Pliskova,33.0,89.0,1973.0,870.0,,,,,25.4,29.1,129.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Ann Li,Margarita Gasparyan,75.0,100.0,1092.0,826.0,,,,,20.9,26.7,46.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Elina Svitolina,Oceane Babel,6.0,1111.0,5835.0,11.0,,,,,26.7,17.2,76.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Sofia Kenin,Jelena Ostapenko,5.0,44.0,5865.0,1680.0,,,,,22.5,23.9,125.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Hailey Baptiste,Anna Blinkova,203.0,77.0,347.0,1068.0,,,,,19.5,22.7,71.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Tereza Martincova,Ivana Jorovic,94.0,255.0,853.0,270.0,,,,,26.6,24.0,118.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Jessica Pegula,Lin Zhu,29.0,99.0,2219.0,831.0,,,,,27.2,27.3,142.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Maria Sakkari,Katarina Zavatska,18.0,129.0,2830.0,634.0,,,,,25.8,21.3,88.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Jasmine Paolini,Stefanie Voegele,91.0,131.0,863.0,629.0,,,,,25.4,31.2,78.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Zarina Diyas,Heather Watson,93.0,71.0,858.0,1131.0,,,,,27.6,29.0,113.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Elise Mertens,Storm Hunter,15.0,161.0,3685.0,493.0,,,,,25.5,26.8,83.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Marta Kostyuk,Garbine Muguruza,81.0,13.0,1000.0,4110.0,,,,,18.9,27.6,89.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Saisai Zheng,Sara Sorribes Tormo,57.0,49.0,1400.0,1535.0,,,,,27.3,24.6,159.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Varvara Gracheva,Lara Arruabarrena,88.0,192.0,879.0,364.0,,,,,20.8,29.1,74.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Camila Giorgi,Petra Martic,80.0,23.0,1020.0,2660.0,,,,,29.4,30.3,137.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Anett Kontaveit,Viktorija Golubic,31.0,72.0,2145.0,1126.0,,,,,25.4,28.6,135.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Kristina Mladenovic,Anna Karolina Schmiedlova,61.0,121.0,1320.0,694.0,,,,,28.0,26.7,94.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Rebecca Peterson,Shelby Rogers,60.0,47.0,1330.0,1618.0,,,,,25.8,28.6,180.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Iga Swiatek,Kaja Juvan,9.0,101.0,4435.0,825.0,,,,,20.0,20.5,87.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Serena Williams,Irina Camelia Begu,8.0,74.0,4821.0,1104.0,,,,,39.6,30.7,102.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Mihaela Buzarnescu,Arantxa Rus,174.0,83.0,425.0,996.0,,,,,33.0,30.4,103.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Danielle Collins,Xiyu Wang,50.0,145.0,1529.0,564.0,,,,,27.4,20.1,135.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Anhelina Kalinina,Angelique Kerber,139.0,27.0,583.0,2320.0,,,,,24.3,33.3,86.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Elena Rybakina,Elsa Jacquemot,22.0,492.0,2683.0,87.0,,,,,21.9,18.0,72.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Nao Hibino,Nina Stojanovic,82.0,87.0,998.0,901.0,,,,,26.5,24.8,101.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Elena Vesnina,Olga Govortsova,1096.0,138.0,11.0,586.0,,,,,34.8,32.7,58.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Petra Kvitova,Greet Minnen,12.0,125.0,4115.0,655.0,,,,,31.2,23.7,136.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Victoria Azarenka,Svetlana Kuznetsova,16.0,40.0,3526.0,1692.0,,,,,31.8,35.9,120.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Clara Tauson,Ekaterine Gorgodze,90.0,223.0,870.0,316.0,,,,,18.4,29.4,78.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Leylah Fernandez,Anastasia Potapova,69.0,78.0,1159.0,1061.0,,,,,18.7,20.1,59.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Madison Keys,Oceane Dodin,24.0,115.0,2606.0,727.0,,,,,26.2,24.5,97.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Anastasia Pavlyuchenkova,Christina Mchale,32.0,95.0,2070.0,847.0,,,,,29.9,29.0,79.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Ajla Tomljanovic,Kateryna Baindl,76.0,159.0,1075.0,501.0,,,,,28.0,27.2,101.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Aliaksandra Sasnovich,Diane Parry,103.0,291.0,818.0,227.0,,,,,27.1,18.7,125.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Aryna Sabalenka,Ana Konjuh,4.0,144.0,6195.0,576.0,,,,,23.0,23.4,75.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Tamara Zidansek,Bianca Andreescu,85.0,7.0,920.0,5325.0,,,,,23.4,20.9,200.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Madison Brengle,Camila Osorio,84.0,98.0,990.0,837.0,,,,,31.1,19.4,80.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Katerina Siniakova,Marie Bouzkova,68.0,52.0,1195.0,1495.0,,,,,25.0,22.8,153.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Veronika Kudermetova,Amanda Anisimova,30.0,41.0,2160.0,1690.0,,,,,24.1,19.7,82.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Sorana Cirstea,Johanna Konta,54.0,20.0,1444.0,2756.0,,,,,31.1,30.0,90.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Martina Trevisan,Alison Van Uytvanck,97.0,67.0,844.0,1205.0,,,,,27.5,27.1,173.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Daria Kasatkina,Misaki Doi,37.0,79.0,1800.0,1021.0,,,,,24.0,30.0,143.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Belinda Bencic,Nadia Podoroska,11.0,42.0,4140.0,1687.0,,,,,24.2,24.3,68.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Polona Hercog,Kiki Bertens,73.0,17.0,1106.0,3220.0,,,,,30.3,29.4,114.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Caroline Garcia,Laura Siegemund,58.0,55.0,1350.0,1428.0,,,,,27.6,33.2,67.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Harmony Tan,Alize Cornet,149.0,65.0,558.0,1240.0,,,,,23.7,31.3,94.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Marketa Vondrousova,Kaia Kanepi,21.0,66.0,2746.0,1218.0,,,,,21.9,35.9,91.0,2021,Tennis WTA
20210531,Roland Garros,Clay,R128,Paula Badosa,Lauren Davis,35.0,86.0,1870.0,910.0,,,,,23.5,27.6,100.0,2021,Tennis WTA
