tourney_date,tourney_name,surface,round,winner_name,loser_name,winner_rank,loser_rank,winner_rank_points,loser_rank_points,w_ace,l_ace,w_svpt,l_svpt,winner_age,loser_age,minutes,year,sport
20200106,Atp Cup,Hard,F,Novak Djokovic,Rafael Nadal,2.0,1.0,9055.0,9985.0,12.0,5.0,64.0,70.0,32.6,33.5,115.0,2020,Tennis ATP
20200106,Atp Cup,Hard,F,Roberto Bautista Agut,Dusan Lajovic,10.0,34.0,2335.0,1251.0,2.0,2.0,59.0,57.0,31.7,29.5,97.0,2020,Tennis ATP
20200106,Atp Cup,Hard,SF,Novak Djokovic,Daniil Medvedev,2.0,5.0,9055.0,5705.0,4.0,6.0,111.0,108.0,32.6,23.9,167.0,2020,Tennis ATP
20200106,Atp Cup,Hard,SF,Dusan Lajovic,Karen Khachanov,34.0,17.0,1251.0,1840.0,1.0,9.0,67.0,79.0,29.5,23.6,108.0,2020,Tennis ATP
20200106,Atp Cup,Hard,SF,Rafael Nadal,Alex De Minaur,1.0,18.0,9985.0,1775.0,5.0,6.0,84.0,75.0,33.5,20.8,133.0,2020,Tennis ATP
20200106,Atp Cup,Hard,SF,Roberto Bautista Agut,Nick Kyrgios,10.0,29.0,2335.0,1375.0,4.0,13.0,57.0,55.0,31.7,24.6,81.0,2020,Tennis ATP
20200106,Atp Cup,Hard,QF,Novak Djokovic,Denis Shapovalov,2.0,14.0,9055.0,2050.0,4.0,15.0,106.0,85.0,32.6,20.7,160.0,2020,Tennis ATP
20200106,Atp Cup,Hard,QF,Dusan Lajovic,Felix Auger Aliassime,34.0,21.0,1251.0,1636.0,3.0,10.0,62.0,68.0,29.5,19.4,99.0,2020,Tennis ATP
20200106,Atp Cup,Hard,QF,Daniil Medvedev,Diego Schwartzman,5.0,13.0,5705.0,2125.0,14.0,1.0,103.0,82.0,23.9,27.3,142.0,2020,Tennis ATP
20200106,Atp Cup,Hard,QF,Karen Khachanov,Guido Pella,17.0,25.0,1840.0,1530.0,7.0,3.0,63.0,65.0,23.6,29.6,98.0,2020,Tennis ATP
20200106,Atp Cup,Hard,QF,Daniel Evans,Alex De Minaur,42.0,18.0,1124.0,1775.0,4.0,6.0,133.0,118.0,29.6,20.8,203.0,2020,Tennis ATP
20200106,Atp Cup,Hard,QF,Nick Kyrgios,Cameron Norrie,29.0,52.0,1375.0,975.0,11.0,1.0,55.0,47.0,24.6,24.3,72.0,2020,Tennis ATP
20200106,Atp Cup,Hard,QF,David Goffin,Rafael Nadal,11.0,1.0,2335.0,9985.0,6.0,4.0,82.0,82.0,29.0,33.5,143.0,2020,Tennis ATP
20200106,Atp Cup,Hard,QF,Roberto Bautista Agut,Kimmer Coppejans,10.0,158.0,2335.0,328.0,2.0,3.0,57.0,55.0,31.7,25.9,90.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Novak Djokovic,Gael Monfils,2.0,9.0,9055.0,2530.0,0.0,5.0,70.0,55.0,32.6,33.3,91.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Benoit Paire,Dusan Lajovic,24.0,34.0,1538.0,1251.0,10.0,4.0,87.0,100.0,30.6,29.5,125.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Novak Djokovic,Kevin Anderson,2.0,147.0,9055.0,360.0,10.0,17.0,74.0,105.0,32.6,33.6,139.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Dusan Lajovic,Lloyd Harris,34.0,99.0,1251.0,569.0,1.0,15.0,87.0,96.0,29.5,22.8,135.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Novak Djokovic,Cristian Garin,2.0,33.0,9055.0,1291.0,3.0,6.0,53.0,48.0,32.6,23.6,72.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Dusan Lajovic,Nicolas Jarry,34.0,77.0,1251.0,675.0,2.0,9.0,64.0,72.0,29.5,24.2,93.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Kevin Anderson,Benoit Paire,147.0,24.0,360.0,1538.0,11.0,18.0,115.0,105.0,33.6,30.6,153.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Gilles Simon,Lloyd Harris,57.0,99.0,910.0,569.0,2.0,7.0,70.0,98.0,35.0,22.8,135.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Gael Monfils,Cristian Garin,9.0,33.0,2530.0,1291.0,11.0,4.0,66.0,53.0,33.3,23.6,79.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Benoit Paire,Nicolas Jarry,24.0,77.0,1538.0,675.0,13.0,12.0,105.0,96.0,30.6,24.2,132.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Kevin Anderson,Cristian Garin,147.0,33.0,360.0,1291.0,11.0,0.0,35.0,58.0,33.6,23.6,74.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Lloyd Harris,Nicolas Jarry,99.0,77.0,569.0,675.0,8.0,4.0,56.0,63.0,22.8,24.2,81.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Rafael Nadal,Yoshihito Nishioka,1.0,72.0,9985.0,764.0,7.0,0.0,76.0,69.0,33.5,24.2,127.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Roberto Bautista Agut,Go Soeda,10.0,119.0,2335.0,461.0,6.0,4.0,47.0,60.0,31.7,35.3,79.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Rafael Nadal,Nikoloz Basilashvili,1.0,26.0,9985.0,1450.0,2.0,4.0,56.0,77.0,33.5,27.8,109.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Roberto Bautista Agut,Aleksandre Metreveli,10.0,678.0,2335.0,29.0,1.0,5.0,30.0,67.0,31.7,26.4,72.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Rafael Nadal,Pablo Cuevas,1.0,45.0,9985.0,1097.0,6.0,8.0,44.0,53.0,33.5,34.0,73.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Roberto Bautista Agut,Franco Roncadelli,10.0,,2335.0,,2.0,0.0,39.0,47.0,31.7,19.9,57.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Yoshihito Nishioka,Nikoloz Basilashvili,72.0,26.0,764.0,1450.0,5.0,2.0,71.0,56.0,24.2,27.8,82.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Go Soeda,Aleksandre Metreveli,119.0,678.0,461.0,29.0,4.0,3.0,74.0,87.0,35.3,26.4,135.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Yoshihito Nishioka,Pablo Cuevas,72.0,45.0,764.0,1097.0,1.0,0.0,37.0,36.0,24.2,34.0,54.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Go Soeda,Martin Cuevas,119.0,523.0,461.0,52.0,0.0,5.0,41.0,65.0,35.3,27.9,77.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Nikoloz Basilashvili,Pablo Cuevas,26.0,45.0,1450.0,1097.0,4.0,14.0,88.0,115.0,27.8,34.0,127.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Aleksandre Metreveli,Franco Roncadelli,678.0,,29.0,,2.0,0.0,38.0,43.0,26.4,19.9,52.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Daniel Evans,David Goffin,42.0,11.0,1124.0,2335.0,3.0,4.0,74.0,56.0,29.6,29.0,108.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Steve Darcis,Cameron Norrie,200.0,52.0,242.0,975.0,5.0,2.0,46.0,51.0,35.8,24.3,72.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,David Goffin,Grigor Dimitrov,11.0,20.0,2335.0,1702.0,8.0,2.0,85.0,101.0,29.0,28.6,148.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Dimitar Kuzmanov,Steve Darcis,417.0,200.0,80.0,242.0,0.0,0.0,49.0,41.0,26.4,35.8,77.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,David Goffin,Radu Albot,11.0,46.0,2335.0,1067.0,6.0,3.0,54.0,63.0,29.0,30.1,82.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Steve Darcis,Alexander Cozbinov,200.0,816.0,242.0,18.0,8.0,2.0,113.0,116.0,35.8,24.6,190.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Grigor Dimitrov,Daniel Evans,20.0,42.0,1702.0,1124.0,3.0,1.0,81.0,83.0,28.6,29.6,136.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Cameron Norrie,Dimitar Kuzmanov,52.0,417.0,975.0,80.0,8.0,4.0,60.0,82.0,24.3,26.4,119.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Daniel Evans,Radu Albot,42.0,46.0,1124.0,1067.0,2.0,4.0,42.0,52.0,29.6,30.1,72.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Cameron Norrie,Alexander Cozbinov,52.0,816.0,975.0,18.0,3.0,0.0,38.0,57.0,24.3,24.6,71.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Grigor Dimitrov,Radu Albot,20.0,46.0,1702.0,1067.0,5.0,0.0,57.0,50.0,28.6,30.1,83.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Dimitar Kuzmanov,Alexander Cozbinov,417.0,816.0,80.0,18.0,6.0,2.0,69.0,64.0,26.4,24.6,108.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Daniil Medvedev,Fabio Fognini,5.0,12.0,5705.0,2290.0,6.0,4.0,58.0,94.0,23.9,32.6,107.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Karen Khachanov,Stefano Travaglia,17.0,82.0,1840.0,637.0,6.0,5.0,65.0,58.0,23.6,28.0,88.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Daniil Medvedev,John Isner,5.0,19.0,5705.0,1770.0,6.0,4.0,46.0,44.0,23.9,34.6,60.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Karen Khachanov,Taylor Fritz,17.0,31.0,1840.0,1315.0,12.0,11.0,75.0,89.0,23.6,22.1,111.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Daniil Medvedev,Casper Ruud,5.0,53.0,5705.0,949.0,13.0,2.0,65.0,65.0,23.9,21.0,93.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Karen Khachanov,Viktor Durasovic,17.0,329.0,1840.0,117.0,8.0,2.0,48.0,42.0,23.6,22.8,61.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Fabio Fognini,John Isner,12.0,19.0,2290.0,1770.0,7.0,15.0,64.0,70.0,32.6,34.6,89.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Stefano Travaglia,Taylor Fritz,82.0,31.0,637.0,1315.0,17.0,6.0,71.0,81.0,28.0,22.1,102.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Casper Ruud,Fabio Fognini,53.0,12.0,949.0,2290.0,2.0,1.0,46.0,47.0,21.0,32.6,66.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Stefano Travaglia,Viktor Durasovic,82.0,329.0,637.0,117.0,5.0,3.0,36.0,44.0,28.0,22.8,56.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Casper Ruud,John Isner,53.0,19.0,949.0,1770.0,4.0,33.0,105.0,123.0,21.0,34.6,163.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Taylor Fritz,Viktor Durasovic,31.0,329.0,1315.0,117.0,11.0,3.0,39.0,57.0,22.1,22.8,61.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Borna Coric,Dominic Thiem,28.0,4.0,1415.0,5825.0,5.0,13.0,107.0,92.0,23.1,26.3,162.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Marin Cilic,Dennis Novak,38.0,105.0,1165.0,524.0,15.0,11.0,94.0,103.0,31.2,26.3,146.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Dominic Thiem,Diego Schwartzman,4.0,13.0,5825.0,2125.0,5.0,0.0,68.0,75.0,26.3,27.3,113.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Dennis Novak,Guido Pella,105.0,25.0,524.0,1530.0,6.0,3.0,94.0,81.0,26.3,29.6,134.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Hubert Hurkacz,Dominic Thiem,37.0,4.0,1198.0,5825.0,10.0,5.0,122.0,94.0,22.8,26.3,155.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Kacper Zuk,Dennis Novak,448.0,105.0,70.0,524.0,6.0,7.0,113.0,112.0,20.9,26.3,153.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Diego Schwartzman,Borna Coric,13.0,28.0,2125.0,1415.0,2.0,1.0,48.0,49.0,27.3,23.1,75.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Guido Pella,Marin Cilic,25.0,38.0,1530.0,1165.0,4.0,12.0,72.0,63.0,29.6,31.2,113.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Hubert Hurkacz,Borna Coric,37.0,28.0,1198.0,1415.0,9.0,2.0,40.0,55.0,22.8,23.1,70.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Marin Cilic,Kacper Zuk,38.0,448.0,1165.0,70.0,4.0,8.0,73.0,96.0,31.2,20.9,129.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Hubert Hurkacz,Diego Schwartzman,37.0,13.0,1198.0,2125.0,18.0,1.0,95.0,90.0,22.8,27.3,138.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Guido Pella,Kamil Majchrzak,25.0,97.0,1530.0,575.0,9.0,3.0,72.0,81.0,29.6,23.9,124.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Stefanos Tsitsipas,Alexander Zverev,6.0,7.0,5300.0,3345.0,2.0,2.0,45.0,55.0,21.4,22.7,73.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Jan Lennard Struff,Michail Pervolarakis,35.0,486.0,1245.0,62.0,8.0,3.0,55.0,49.0,29.7,23.5,69.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Denis Shapovalov,Alexander Zverev,14.0,7.0,2050.0,3345.0,12.0,2.0,52.0,52.0,20.7,22.7,70.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Jan Lennard Struff,Felix Auger Aliassime,35.0,21.0,1245.0,1636.0,6.0,7.0,48.0,53.0,29.7,19.4,74.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Alex De Minaur,Alexander Zverev,18.0,7.0,1775.0,3345.0,2.0,10.0,101.0,106.0,20.8,22.7,164.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Nick Kyrgios,Jan Lennard Struff,29.0,35.0,1375.0,1245.0,20.0,15.0,63.0,57.0,24.6,29.7,72.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Denis Shapovalov,Stefanos Tsitsipas,14.0,6.0,2050.0,5300.0,12.0,3.0,92.0,75.0,20.7,21.4,123.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Felix Auger Aliassime,Michail Pervolarakis,21.0,486.0,1636.0,62.0,5.0,0.0,42.0,46.0,19.4,23.5,69.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Nick Kyrgios,Stefanos Tsitsipas,29.0,6.0,1375.0,5300.0,25.0,18.0,113.0,123.0,24.6,21.4,154.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,John Millman,Michail Pervolarakis,48.0,486.0,1026.0,62.0,12.0,1.0,86.0,98.0,30.5,23.5,147.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,Alex De Minaur,Denis Shapovalov,18.0,14.0,1775.0,2050.0,4.0,9.0,118.0,110.0,20.8,20.7,180.0,2020,Tennis ATP
20200106,Atp Cup,Hard,RR,John Millman,Felix Auger Aliassime,48.0,21.0,1026.0,1636.0,1.0,5.0,68.0,55.0,30.5,19.4,101.0,2020,Tennis ATP
20200106,Doha,Hard,F,Andrey Rublev,Corentin Moutet,23.0,81.0,1584.0,638.0,3.0,0.0,58.0,62.0,22.2,20.7,86.0,2020,Tennis ATP
20200106,Doha,Hard,SF,Corentin Moutet,Stan Wawrinka,81.0,15.0,638.0,1955.0,0.0,12.0,74.0,93.0,20.7,34.7,120.0,2020,Tennis ATP
20200106,Doha,Hard,SF,Andrey Rublev,Miomir Kecmanovic,23.0,62.0,1584.0,881.0,10.0,0.0,43.0,50.0,22.2,20.3,53.0,2020,Tennis ATP
20200106,Doha,Hard,QF,Stan Wawrinka,Aljaz Bedene,15.0,58.0,1955.0,905.0,5.0,7.0,58.0,49.0,34.7,30.4,83.0,2020,Tennis ATP
20200106,Doha,Hard,QF,Corentin Moutet,Fernando Verdasco,81.0,49.0,638.0,1025.0,2.0,8.0,91.0,90.0,20.7,36.1,132.0,2020,Tennis ATP
20200106,Doha,Hard,QF,Miomir Kecmanovic,Marton Fucsovics,62.0,70.0,881.0,790.0,2.0,6.0,39.0,48.0,20.3,27.9,55.0,2020,Tennis ATP
20200106,Doha,Hard,QF,Andrey Rublev,Pierre Hugues Herbert,23.0,65.0,1584.0,840.0,4.0,10.0,72.0,74.0,22.2,28.8,101.0,2020,Tennis ATP
20200106,Doha,Hard,R16,Stan Wawrinka,Jeremy Chardy,15.0,54.0,1955.0,920.0,12.0,1.0,61.0,64.0,34.7,32.8,87.0,2020,Tennis ATP
20200106,Doha,Hard,R16,Aljaz Bedene,Alexander Bublik,58.0,55.0,905.0,919.0,5.0,10.0,67.0,66.0,30.4,22.5,89.0,2020,Tennis ATP
20200106,Doha,Hard,R16,Corentin Moutet,Milos Raonic,81.0,32.0,638.0,1305.0,2.0,14.0,92.0,75.0,20.7,29.0,119.0,2020,Tennis ATP
20200106,Doha,Hard,R16,Fernando Verdasco,Filip Krajinovic,49.0,40.0,1025.0,1148.0,17.0,2.0,89.0,99.0,36.1,27.8,125.0,2020,Tennis ATP
20200106,Doha,Hard,R16,Marton Fucsovics,Cem Ilkel,70.0,279.0,790.0,144.0,3.0,1.0,52.0,46.0,27.9,24.3,73.0,2020,Tennis ATP
20200106,Doha,Hard,R16,Miomir Kecmanovic,Jo-Wilfried Tsonga,62.0,30.0,881.0,1340.0,9.0,2.0,62.0,57.0,20.3,34.7,74.0,2020,Tennis ATP
20200106,Doha,Hard,R16,Pierre Hugues Herbert,Laslo Djere,65.0,39.0,840.0,1151.0,4.0,2.0,47.0,47.0,28.8,24.5,62.0,2020,Tennis ATP
20200106,Doha,Hard,R16,Andrey Rublev,Mikhail Kukushkin,23.0,66.0,1584.0,816.0,4.0,1.0,56.0,48.0,22.2,32.0,69.0,2020,Tennis ATP
20200106,Doha,Hard,R32,Jeremy Chardy,Gregoire Barrere,54.0,83.0,920.0,636.0,9.0,9.0,85.0,87.0,32.8,25.8,106.0,2020,Tennis ATP
20200106,Doha,Hard,R32,Aljaz Bedene,Mikael Ymer,58.0,76.0,905.0,681.0,8.0,3.0,78.0,83.0,30.4,21.3,130.0,2020,Tennis ATP
20200106,Doha,Hard,R32,Alexander Bublik,Adrian Mannarino,55.0,43.0,919.0,1111.0,10.0,1.0,62.0,48.0,22.5,31.5,69.0,2020,Tennis ATP
20200106,Doha,Hard,R32,Corentin Moutet,Tennys Sandgren,81.0,68.0,638.0,803.0,2.0,7.0,69.0,70.0,20.7,28.4,105.0,2020,Tennis ATP
20200106,Doha,Hard,R32,Fernando Verdasco,Pablo Andujar,49.0,64.0,1025.0,867.0,6.0,3.0,55.0,67.0,36.1,33.9,89.0,2020,Tennis ATP
20200106,Doha,Hard,R32,Filip Krajinovic,Kyle Edmund,40.0,69.0,1148.0,800.0,6.0,6.0,105.0,93.0,27.8,24.9,135.0,2020,Tennis ATP
20200106,Doha,Hard,R32,Marton Fucsovics,Frances Tiafoe,70.0,47.0,790.0,1050.0,8.0,2.0,110.0,101.0,27.9,21.9,141.0,2020,Tennis ATP
20200106,Doha,Hard,R32,Cem Ilkel,Ricardas Berankis,279.0,67.0,144.0,804.0,11.0,3.0,92.0,84.0,24.3,29.5,112.0,2020,Tennis ATP
20200106,Doha,Hard,R32,Miomir Kecmanovic,Jordan Thompson,62.0,63.0,881.0,878.0,0.0,4.0,57.0,66.0,20.3,25.7,84.0,2020,Tennis ATP
20200106,Doha,Hard,R32,Laslo Djere,Lorenzo Sonego,39.0,51.0,1151.0,990.0,5.0,5.0,73.0,75.0,24.5,24.6,114.0,2020,Tennis ATP
20200106,Doha,Hard,R32,Pierre Hugues Herbert,Marco Cecchinato,65.0,75.0,840.0,690.0,6.0,2.0,51.0,59.0,28.8,27.2,71.0,2020,Tennis ATP
20200106,Doha,Hard,R32,Mikhail Kukushkin,Malek Jaziri,66.0,229.0,816.0,206.0,7.0,3.0,51.0,44.0,32.0,35.9,68.0,2020,Tennis ATP
20200113,Adelaide,Hard,F,Andrey Rublev,Lloyd Harris,18.0,91.0,1799.0,594.0,4.0,8.0,49.0,43.0,22.2,22.8,56.0,2020,Tennis ATP
20200113,Adelaide,Hard,SF,Lloyd Harris,Tommy Paul,91.0,90.0,594.0,600.0,13.0,4.0,89.0,100.0,22.8,22.6,128.0,2020,Tennis ATP
20200113,Adelaide,Hard,SF,Andrey Rublev,Felix Auger Aliassime,18.0,22.0,1799.0,1656.0,10.0,19.0,126.0,127.0,22.2,19.4,179.0,2020,Tennis ATP
20200113,Adelaide,Hard,QF,Tommy Paul,Albert Ramos,90.0,42.0,600.0,1130.0,9.0,4.0,53.0,56.0,22.6,31.9,77.0,2020,Tennis ATP
20200113,Adelaide,Hard,QF,Lloyd Harris,Pablo Carreno Busta,91.0,30.0,594.0,1377.0,13.0,1.0,44.0,60.0,22.8,28.5,66.0,2020,Tennis ATP
20200113,Adelaide,Hard,QF,Andrey Rublev,Daniel Evans,18.0,33.0,1799.0,1324.0,12.0,5.0,79.0,97.0,22.2,29.6,121.0,2020,Tennis ATP
20200113,Adelaide,Hard,QF,Felix Auger Aliassime,Alex Bolt,22.0,157.0,1656.0,332.0,8.0,2.0,32.0,50.0,19.4,27.0,55.0,2020,Tennis ATP
20200113,Adelaide,Hard,R16,Albert Ramos,Jaume Munar,42.0,88.0,1130.0,608.0,1.0,3.0,83.0,66.0,31.9,22.6,116.0,2020,Tennis ATP
20200113,Adelaide,Hard,R16,Tommy Paul,Pablo Cuevas,90.0,44.0,600.0,1097.0,6.0,0.0,49.0,47.0,22.6,34.0,59.0,2020,Tennis ATP
20200113,Adelaide,Hard,R16,Pablo Carreno Busta,Jeremy Chardy,30.0,56.0,1377.0,920.0,3.0,6.0,57.0,54.0,28.5,32.9,75.0,2020,Tennis ATP
20200113,Adelaide,Hard,R16,Lloyd Harris,Laslo Djere,91.0,40.0,594.0,1165.0,13.0,4.0,66.0,64.0,22.8,24.6,107.0,2020,Tennis ATP
20200113,Adelaide,Hard,R16,Daniel Evans,Alexander Bublik,33.0,55.0,1324.0,934.0,0.0,3.0,50.0,55.0,29.6,22.5,74.0,2020,Tennis ATP
20200113,Adelaide,Hard,R16,Andrey Rublev,Sam Querrey,18.0,45.0,1799.0,1080.0,7.0,6.0,48.0,48.0,22.2,32.2,54.0,2020,Tennis ATP
20200113,Adelaide,Hard,R16,Alex Bolt,Jan Lennard Struff,157.0,37.0,332.0,1270.0,5.0,8.0,56.0,54.0,27.0,29.7,67.0,2020,Tennis ATP
20200113,Adelaide,Hard,R16,Felix Auger Aliassime,James Duckworth,22.0,96.0,1656.0,576.0,10.0,2.0,59.0,71.0,19.4,27.9,97.0,2020,Tennis ATP
20200113,Adelaide,Hard,R32,Albert Ramos,Jordan Thompson,42.0,65.0,1130.0,843.0,4.0,9.0,107.0,86.0,31.9,25.7,156.0,2020,Tennis ATP
20200113,Adelaide,Hard,R32,Tommy Paul,Aljaz Bedene,90.0,54.0,600.0,950.0,6.0,5.0,52.0,63.0,22.6,30.4,72.0,2020,Tennis ATP
20200113,Adelaide,Hard,R32,Pablo Cuevas,Reilly Opelka,44.0,38.0,1097.0,1227.0,16.0,36.0,116.0,102.0,34.0,22.3,138.0,2020,Tennis ATP
20200113,Adelaide,Hard,R32,Jeremy Chardy,Gilles Simon,56.0,60.0,920.0,890.0,11.0,1.0,58.0,64.0,32.9,35.0,93.0,2020,Tennis ATP
20200113,Adelaide,Hard,R32,Laslo Djere,Alexei Popyrin,40.0,95.0,1165.0,585.0,5.0,6.0,101.0,94.0,24.6,20.4,142.0,2020,Tennis ATP
20200113,Adelaide,Hard,R32,Lloyd Harris,Cristian Garin,91.0,36.0,594.0,1285.0,21.0,7.0,93.0,96.0,22.8,23.6,135.0,2020,Tennis ATP
20200113,Adelaide,Hard,R32,Alexander Bublik,Taylor Fritz,55.0,32.0,934.0,1335.0,17.0,10.0,75.0,82.0,22.5,22.2,96.0,2020,Tennis ATP
20200113,Adelaide,Hard,R32,Daniel Evans,Juan Ignacio Londero,33.0,51.0,1324.0,1017.0,4.0,4.0,55.0,62.0,29.6,26.4,83.0,2020,Tennis ATP
20200113,Adelaide,Hard,R32,Sam Querrey,Gregoire Barrere,45.0,82.0,1080.0,643.0,28.0,11.0,95.0,92.0,32.2,25.9,106.0,2020,Tennis ATP
20200113,Adelaide,Hard,R32,Jan Lennard Struff,Salvatore Caruso,37.0,94.0,1270.0,586.0,9.0,5.0,55.0,53.0,29.7,27.0,69.0,2020,Tennis ATP
20200113,Adelaide,Hard,R32,Alex Bolt,Stephane Robert,157.0,661.0,332.0,30.0,11.0,8.0,66.0,96.0,27.0,39.6,93.0,2020,Tennis ATP
20200113,Adelaide,Hard,R32,James Duckworth,Federico Delbonis,96.0,73.0,576.0,709.0,10.0,3.0,55.0,47.0,27.9,29.2,67.0,2020,Tennis ATP
20200113,Auckland,Hard,F,Ugo Humbert,Benoit Paire,57.0,24.0,900.0,1598.0,4.0,16.0,107.0,121.0,21.5,30.6,154.0,2020,Tennis ATP
20200113,Auckland,Hard,SF,Benoit Paire,Hubert Hurkacz,24.0,34.0,1598.0,1318.0,12.0,8.0,106.0,84.0,30.6,22.9,109.0,2020,Tennis ATP
20200113,Auckland,Hard,SF,Ugo Humbert,John Isner,57.0,20.0,900.0,1770.0,4.0,12.0,56.0,74.0,21.5,34.7,81.0,2020,Tennis ATP
20200113,Auckland,Hard,QF,Hubert Hurkacz,Feliciano Lopez,34.0,61.0,1318.0,888.0,11.0,18.0,97.0,104.0,22.9,38.3,131.0,2020,Tennis ATP
20200113,Auckland,Hard,QF,Benoit Paire,John Millman,24.0,47.0,1598.0,1071.0,13.0,4.0,79.0,83.0,30.6,30.5,102.0,2020,Tennis ATP
20200113,Auckland,Hard,QF,John Isner,Kyle Edmund,20.0,69.0,1770.0,800.0,25.0,6.0,101.0,78.0,34.7,25.0,116.0,2020,Tennis ATP
20200113,Auckland,Hard,QF,Ugo Humbert,Denis Shapovalov,57.0,13.0,900.0,2200.0,7.0,5.0,63.0,65.0,21.5,20.7,88.0,2020,Tennis ATP
20200113,Auckland,Hard,R16,Feliciano Lopez,Fabio Fognini,61.0,12.0,888.0,2310.0,17.0,4.0,86.0,91.0,38.3,32.6,116.0,2020,Tennis ATP
20200113,Auckland,Hard,R16,Hubert Hurkacz,Mikael Ymer,34.0,77.0,1318.0,685.0,10.0,4.0,68.0,65.0,22.9,21.3,95.0,2020,Tennis ATP
20200113,Auckland,Hard,R16,John Millman,Karen Khachanov,47.0,16.0,1071.0,1995.0,5.0,6.0,80.0,80.0,30.5,23.6,110.0,2020,Tennis ATP
20200113,Auckland,Hard,R16,Benoit Paire,Thiago Monteiro,24.0,86.0,1598.0,616.0,10.0,7.0,96.0,83.0,30.6,25.6,115.0,2020,Tennis ATP
