sport,date,surface,surface_clay,surface_grass,surface_hard,rank_gap,rank_ratio,fav_rank,dog_rank,odds_decimal,odds_american,implied_probability,true_probability,mispricing_gap,favorite_tier,is_heavy_favorite,is_moderate_favorite,is_slight_favorite,is_underdog,is_tennis,is_mlb,is_nba,is_soccer,is_ufc,is_total_market,odds_american_abs,outcome
Tennis ATP,20200106,hard,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,24.0,3.4,10.0,34.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,3.0,2.5,2.0,5.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,17.0,2.0,17.0,34.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,17.0,18.0,1.0,18.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,19.0,2.9,10.0,29.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,12.0,7.0,2.0,14.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,13.0,1.62,21.0,34.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,8.0,2.6,5.0,13.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,8.0,1.47,17.0,25.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,24.0,2.33,18.0,42.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,23.0,1.79,29.0,52.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,10.0,11.0,1.0,11.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,148.0,15.8,10.0,158.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,7.0,4.5,2.0,9.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,10.0,1.42,24.0,34.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,145.0,73.5,2.0,147.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,65.0,2.91,34.0,99.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,31.0,16.5,2.0,33.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,43.0,2.26,34.0,77.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,123.0,6.12,24.0,147.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,42.0,1.74,57.0,99.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,24.0,3.67,9.0,33.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,53.0,3.21,24.0,77.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,114.0,4.45,33.0,147.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,22.0,1.29,77.0,99.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,71.0,72.0,1.0,72.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,109.0,11.9,10.0,119.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,25.0,26.0,1.0,26.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,668.0,67.8,10.0,678.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,44.0,45.0,1.0,45.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,46.0,2.77,26.0,72.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,559.0,5.7,119.0,678.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,27.0,1.6,45.0,72.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,404.0,4.39,119.0,523.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,19.0,1.73,26.0,45.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,31.0,3.82,11.0,42.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,148.0,3.85,52.0,200.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,9.0,1.82,11.0,20.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,217.0,2.08,200.0,417.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,35.0,4.18,11.0,46.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,616.0,4.08,200.0,816.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,22.0,2.1,20.0,42.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,365.0,8.02,52.0,417.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,4.0,1.1,42.0,46.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,764.0,15.69,52.0,816.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,26.0,2.3,20.0,46.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,399.0,1.96,417.0,816.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,7.0,2.4,5.0,12.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,65.0,4.82,17.0,82.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,14.0,3.8,5.0,19.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,14.0,1.82,17.0,31.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,48.0,10.6,5.0,53.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,312.0,19.35,17.0,329.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,7.0,1.58,12.0,19.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,51.0,2.65,31.0,82.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,41.0,4.42,12.0,53.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,247.0,4.01,82.0,329.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,34.0,2.79,19.0,53.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,298.0,10.61,31.0,329.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,24.0,7.0,4.0,28.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,67.0,2.76,38.0,105.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,9.0,3.25,4.0,13.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,80.0,4.2,25.0,105.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,33.0,9.25,4.0,37.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,343.0,4.27,105.0,448.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,15.0,2.15,13.0,28.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,13.0,1.52,25.0,38.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,9.0,1.32,28.0,37.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,410.0,11.79,38.0,448.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,24.0,2.85,13.0,37.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,72.0,3.88,25.0,97.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,1.0,1.17,6.0,7.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,451.0,13.89,35.0,486.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,7.0,2.0,7.0,14.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,14.0,1.67,21.0,35.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,11.0,2.57,7.0,18.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,6.0,1.21,29.0,35.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,8.0,2.33,6.0,14.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,465.0,23.14,21.0,486.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,23.0,4.83,6.0,29.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,438.0,10.12,48.0,486.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,4.0,1.29,14.0,18.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,27.0,2.29,21.0,48.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,58.0,3.52,23.0,81.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,66.0,5.4,15.0,81.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,39.0,2.7,23.0,62.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,43.0,3.87,15.0,58.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,32.0,1.65,49.0,81.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,8.0,1.13,62.0,70.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,42.0,2.83,23.0,65.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,39.0,3.6,15.0,54.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,3.0,1.05,55.0,58.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,49.0,2.53,32.0,81.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,9.0,1.23,40.0,49.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,209.0,3.99,70.0,279.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,32.0,2.07,30.0,62.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,26.0,1.67,39.0,65.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,43.0,2.87,23.0,66.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,29.0,1.54,54.0,83.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,18.0,1.31,58.0,76.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,12.0,1.28,43.0,55.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,13.0,1.19,68.0,81.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,15.0,1.31,49.0,64.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,29.0,1.73,40.0,69.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,23.0,1.49,47.0,70.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,212.0,4.16,67.0,279.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,0
Tennis ATP,20200106,hard,0.0,0.0,1.0,1.0,1.02,62.0,63.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,12.0,1.31,39.0,51.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,10.0,1.15,65.0,75.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200106,hard,0.0,0.0,1.0,163.0,3.47,66.0,229.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20200113,hard,0.0,0.0,1.0,73.0,5.06,18.0,91.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,1
Tennis ATP,20200113,hard,0.0,0.0,1.0,1.0,1.01,90.0,91.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20200113,hard,0.0,0.0,1.0,4.0,1.22,18.0,22.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200113,hard,0.0,0.0,1.0,48.0,2.14,42.0,90.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20200113,hard,0.0,0.0,1.0,61.0,3.03,30.0,91.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,0
Tennis ATP,20200113,hard,0.0,0.0,1.0,15.0,1.83,18.0,33.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200113,hard,0.0,0.0,1.0,135.0,7.14,22.0,157.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,1
Tennis ATP,20200113,hard,0.0,0.0,1.0,46.0,2.1,42.0,88.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20200113,hard,0.0,0.0,1.0,46.0,2.05,44.0,90.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20200113,hard,0.0,0.0,1.0,26.0,1.87,30.0,56.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200113,hard,0.0,0.0,1.0,51.0,2.27,40.0,91.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20200113,hard,0.0,0.0,1.0,22.0,1.67,33.0,55.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200113,hard,0.0,0.0,1.0,27.0,2.5,18.0,45.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20200113,hard,0.0,0.0,1.0,120.0,4.24,37.0,157.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,0
Tennis ATP,20200113,hard,0.0,0.0,1.0,74.0,4.36,22.0,96.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20200113,hard,0.0,0.0,1.0,23.0,1.55,42.0,65.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200113,hard,0.0,0.0,1.0,36.0,1.67,54.0,90.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20200113,hard,0.0,0.0,1.0,6.0,1.16,38.0,44.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20200113,hard,0.0,0.0,1.0,4.0,1.07,56.0,60.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200113,hard,0.0,0.0,1.0,55.0,2.38,40.0,95.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20200113,hard,0.0,0.0,1.0,55.0,2.53,36.0,91.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20200113,hard,0.0,0.0,1.0,23.0,1.72,32.0,55.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20200113,hard,0.0,0.0,1.0,18.0,1.55,33.0,51.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200113,hard,0.0,0.0,1.0,37.0,1.82,45.0,82.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200113,hard,0.0,0.0,1.0,57.0,2.54,37.0,94.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20200113,hard,0.0,0.0,1.0,504.0,4.21,157.0,661.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20200113,hard,0.0,0.0,1.0,23.0,1.32,73.0,96.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20200113,hard,0.0,0.0,1.0,33.0,2.38,24.0,57.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20200113,hard,0.0,0.0,1.0,10.0,1.42,24.0,34.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200113,hard,0.0,0.0,1.0,37.0,2.85,20.0,57.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20200113,hard,0.0,0.0,1.0,27.0,1.79,34.0,61.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200113,hard,0.0,0.0,1.0,23.0,1.96,24.0,47.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200113,hard,0.0,0.0,1.0,49.0,3.45,20.0,69.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20200113,hard,0.0,0.0,1.0,44.0,4.38,13.0,57.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,0
Tennis ATP,20200113,hard,0.0,0.0,1.0,49.0,5.08,12.0,61.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,0
Tennis ATP,20200113,hard,0.0,0.0,1.0,43.0,2.26,34.0,77.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20200113,hard,0.0,0.0,1.0,31.0,2.94,16.0,47.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20200113,hard,0.0,0.0,1.0,62.0,3.58,24.0,86.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20200113,hard,0.0,0.0,1.0,15.0,1.22,69.0,84.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20200113,hard,0.0,0.0,1.0,81.0,5.05,20.0,101.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,1
