sport,date,surface,surface_clay,surface_grass,surface_hard,rank_gap,rank_ratio,fav_rank,dog_rank,odds_decimal,odds_american,implied_probability,true_probability,mispricing_gap,favorite_tier,is_heavy_favorite,is_moderate_favorite,is_slight_favorite,is_underdog,is_tennis,is_mlb,is_nba,is_soccer,is_ufc,is_total_market,odds_american_abs,outcome
Tennis ATP,20230508,clay,1.0,0.0,0.0,29.0,1.39,75.0,104.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20230508,clay,1.0,0.0,0.0,496.0,9.41,59.0,555.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,1
Tennis ATP,20230508,clay,1.0,0.0,0.0,443.0,11.8,41.0,484.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,0
Tennis ATP,20230508,clay,1.0,0.0,0.0,28.0,1.51,55.0,83.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20230508,clay,1.0,0.0,0.0,45.0,1.8,56.0,101.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20230508,clay,1.0,0.0,0.0,70.0,2.3,54.0,124.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20230508,clay,1.0,0.0,0.0,44.0,1.41,107.0,151.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230508,clay,1.0,0.0,0.0,16.0,1.24,66.0,82.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230508,clay,1.0,0.0,0.0,7.0,1.16,43.0,50.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230508,clay,1.0,0.0,0.0,42.0,1.91,46.0,88.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20230508,clay,1.0,0.0,0.0,543.0,12.31,48.0,591.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20230508,clay,1.0,0.0,0.0,8.0,1.09,91.0,99.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20230508,clay,1.0,0.0,0.0,55.0,1.85,65.0,120.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230508,clay,1.0,0.0,0.0,53.0,2.18,45.0,98.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20230508,clay,1.0,0.0,0.0,106.0,3.08,51.0,157.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20230508,clay,1.0,0.0,0.0,68.0,2.01,67.0,135.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20230508,clay,1.0,0.0,0.0,54.0,1.75,72.0,126.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,21.0,1.64,33.0,54.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20230522,clay,1.0,0.0,0.0,27.0,2.0,27.0,54.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20230522,clay,1.0,0.0,0.0,24.0,3.67,9.0,33.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,0
Tennis ATP,20230522,clay,1.0,0.0,0.0,50.0,13.5,4.0,54.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,0
Tennis ATP,20230522,clay,1.0,0.0,0.0,32.0,2.19,27.0,59.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,52.0,2.58,33.0,85.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,77.0,9.56,9.0,86.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,45.0,12.25,4.0,49.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,15.0,1.38,39.0,54.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20230522,clay,1.0,0.0,0.0,48.0,2.78,27.0,75.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,14.0,1.24,59.0,73.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,48.0,2.3,37.0,85.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20230522,clay,1.0,0.0,0.0,25.0,1.76,33.0,58.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,39.0,1.83,47.0,86.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20230522,clay,1.0,0.0,0.0,65.0,8.22,9.0,74.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,111.0,3.27,49.0,160.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,3.0,1.06,51.0,54.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20230522,clay,1.0,0.0,0.0,243.0,7.23,39.0,282.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,74.0,1.99,75.0,149.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,22.0,1.37,59.0,81.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,38.0,2.09,35.0,73.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20230522,clay,1.0,0.0,0.0,249.0,7.73,37.0,286.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,222.0,3.61,85.0,307.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,216.0,4.72,58.0,274.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,45.0,1.96,47.0,92.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,335.0,4.9,86.0,421.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,26.0,1.54,48.0,74.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20230522,clay,1.0,0.0,0.0,84.0,4.0,28.0,112.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,0
Tennis ATP,20230522,clay,1.0,0.0,0.0,60.0,2.15,52.0,112.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20230522,clay,1.0,0.0,0.0,14.0,2.0,14.0,28.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20230522,clay,1.0,0.0,0.0,102.0,11.2,10.0,112.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,0
Tennis ATP,20230522,clay,1.0,0.0,0.0,35.0,3.06,17.0,52.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,0
Tennis ATP,20230522,clay,1.0,0.0,0.0,32.0,2.14,28.0,60.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,30.0,3.14,14.0,44.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,230.0,24.0,10.0,240.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,59.0,2.11,53.0,112.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20230522,clay,1.0,0.0,0.0,38.0,3.24,17.0,55.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,26.0,1.5,52.0,78.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,24.0,1.67,36.0,60.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20230522,clay,1.0,0.0,0.0,69.0,3.46,28.0,97.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,19.0,1.43,44.0,63.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,99.0,8.07,14.0,113.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,173.0,3.58,67.0,240.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,0
Tennis ATP,20230522,clay,1.0,0.0,0.0,42.0,1.6,70.0,112.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20230522,clay,1.0,0.0,0.0,3.0,1.06,50.0,53.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20230522,clay,1.0,0.0,0.0,6.0,1.11,55.0,61.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,228.0,3.92,78.0,306.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,41.0,1.79,52.0,93.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,274.0,8.61,36.0,310.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,40.0,1.67,60.0,100.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,31.0,1.47,66.0,97.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20230522,clay,1.0,0.0,0.0,36.0,1.82,44.0,80.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,323.0,6.13,63.0,386.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,1
Tennis ATP,20230522,clay,1.0,0.0,0.0,185.0,2.64,113.0,298.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,158.0,159.0,1.0,159.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,35.0,1.45,77.0,112.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20230529,clay,1.0,0.0,0.0,15.0,1.16,91.0,106.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20230529,clay,1.0,0.0,0.0,13.0,1.41,32.0,45.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,38.0,3.11,18.0,56.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,33.0,1.38,87.0,120.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,541.0,5.04,134.0,675.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,0
Tennis ATP,20230529,clay,1.0,0.0,0.0,136.0,11.46,13.0,149.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,120.0,13.0,10.0,130.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,0
Tennis ATP,20230529,clay,1.0,0.0,0.0,68.0,1.99,69.0,137.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,74.0,2.68,44.0,118.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20230529,clay,1.0,0.0,0.0,29.0,1.97,30.0,59.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,57.0,2.5,38.0,95.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20230529,clay,1.0,0.0,0.0,10.0,1.12,80.0,90.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,1047.0,19.37,57.0,1104.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,450.0,91.0,5.0,455.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,111.0,38.0,3.0,114.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,39.0,1.47,83.0,122.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,10.0,1.14,72.0,82.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20230529,clay,1.0,0.0,0.0,29.0,1.85,34.0,63.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,30.0,2.25,24.0,54.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,106.0,2.13,94.0,200.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,96.0,3.46,39.0,135.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,97.0,7.93,14.0,111.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,59.0,6.36,11.0,70.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,216.0,2.91,113.0,329.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,22.0,1.33,67.0,89.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20230529,clay,1.0,0.0,0.0,83.0,4.32,25.0,108.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,0
Tennis ATP,20230529,clay,1.0,0.0,0.0,12.0,1.33,36.0,48.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20230529,clay,1.0,0.0,0.0,7.0,1.18,40.0,47.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,129.0,3.11,61.0,190.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,53.0,8.57,7.0,60.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,68.0,12.33,6.0,74.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,352.0,9.38,42.0,394.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,0
Tennis ATP,20230529,clay,1.0,0.0,0.0,6.0,1.03,231.0,237.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,111.0,4.0,37.0,148.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,0
Tennis ATP,20230529,clay,1.0,0.0,0.0,58.0,3.52,23.0,81.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,33.0,1.51,65.0,98.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,26.0,1.5,52.0,78.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20230529,clay,1.0,0.0,0.0,115.0,15.38,8.0,123.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,99.0,6.82,17.0,116.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,125.0,4.57,35.0,160.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,93.0,2.24,75.0,168.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,13.0,1.46,28.0,41.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20230529,clay,1.0,0.0,0.0,122.0,4.94,31.0,153.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,0
Tennis ATP,20230529,clay,1.0,0.0,0.0,18.0,1.34,53.0,71.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20230529,clay,1.0,0.0,0.0,78.0,2.53,51.0,129.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,0
Tennis ATP,20230529,clay,1.0,0.0,0.0,151.0,38.75,4.0,155.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,92.0,11.22,9.0,101.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,5.0,1.06,79.0,84.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,12.0,1.26,46.0,58.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,118.0,5.07,29.0,147.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,267.0,10.89,27.0,294.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,23.0,1.27,86.0,109.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,23.0,1.37,62.0,85.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,81.0,7.75,12.0,93.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,80.0,6.0,16.0,96.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,28.0,1.44,64.0,92.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,6.0,1.12,49.0,55.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,54.0,3.84,19.0,73.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,17.0,1.52,33.0,50.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,8.0,1.12,68.0,76.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,335.0,4.81,88.0,423.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,0
Tennis ATP,20230529,clay,1.0,0.0,0.0,170.0,86.0,2.0,172.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,0
Tennis ATP,20230529,clay,1.0,0.0,0.0,111.0,112.0,1.0,112.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,74.0,3.31,32.0,106.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,69.0,4.83,18.0,87.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,662.0,51.92,13.0,675.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,61.0,1.88,69.0,130.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20230529,clay,1.0,0.0,0.0,88.0,3.93,30.0,118.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,0
Tennis ATP,20230529,clay,1.0,0.0,0.0,15.0,1.19,80.0,95.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20230529,clay,1.0,0.0,0.0,52.0,11.4,5.0,57.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,80.0,27.67,3.0,83.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,48.0,2.41,34.0,82.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,70.0,3.92,24.0,94.0,1.3889,-257,0.756,0.72,-0.036,2,0,1,0,0,1,0,0,0,0,0,257,0
Tennis ATP,20230529,clay,1.0,0.0,0.0,25.0,2.79,14.0,39.0,1.5385,-185,0.6825,0.65,-0.0325,1,0,0,1,0,1,0,0,0,0,0,185,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,102.0,10.27,11.0,113.0,1.1765,-566,0.8925,0.85,-0.0425,3,1,0,0,0,1,0,0,0,0,0,566,1
Tennis ATP,20230529,clay,1.0,0.0,0.0,19.0,1.21,89.0,108.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20230529,clay,1.0,0.0,0.0,8.0,1.2,40.0,48.0,1.7544,-132,0.5985,0.57,-0.0285,1,0,0,1,0,1,0,0,0,0,0,132,0
Tennis ATP,20230529,clay,1.0,0.0,0.0,54.0,8.71,7.0,61.0,1.2821,-354,0.819,0.78,-0.039,3,1,0,0,0,1,0,0,0,0,0,354,1
